Text,Tint synthetic,Qhvac,Qsun
0.000000000000000000e+00,1.930032076767026084e+01,2.371000000000000000e+03,4.547176561377812565e-01
0.000000000000000000e+00,1.939887900808433585e+01,2.864000000000000000e+03,7.285910844844911693e-01
0.000000000000000000e+00,1.958767135606113996e+01,1.796000000000000000e+03,9.047476432644740996e-01
0.000000000000000000e+00,1.956303720415631275e+01,3.167000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,1.980223565225679394e+01,2.955000000000000000e+03,6.377539006930187382e-01
0.000000000000000000e+00,1.999070674267147041e+01,1.770000000000000000e+03,8.127047147981921738e-01
0.000000000000000000e+00,1.994328741413398376e+01,3.146000000000000000e+03,4.960026159583641459e-01
0.000000000000000000e+00,2.016156163105719656e+01,5.475000000000000000e+03,1.374696552415347606e-01
0.000000000000000000e+00,2.081860764541890418e+01,1.734000000000000000e+03,3.960384996397435797e-01
-1.000000000000000000e+00,2.073024149963073626e+01,1.783000000000000000e+03,7.979236083405359947e-01
-1.000000000000000000e+00,2.063470932363690480e+01,3.144000000000000000e+03,8.012307380912292443e-01
-1.000000000000000000e+00,2.080383469177430555e+01,2.929000000000000000e+03,4.614139939558986603e-01
-1.000000000000000000e+00,2.092436901018597339e+01,1.794000000000000000e+03,1.792217841689718316e-01
-2.000000000000000000e+00,2.082125697882861814e+01,1.300000000000000000e+01,8.770936247001129837e-01
-2.000000000000000000e+00,2.035958606805460036e+01,3.663000000000000000e+03,4.407149216179115925e-01
-2.000000000000000000e+00,2.061681370011201508e+01,1.143000000000000000e+03,9.977418335107511860e-01
-2.000000000000000000e+00,2.037874567489473776e+01,1.766000000000000000e+03,6.681211942300170348e-01
-2.000000000000000000e+00,2.026885370131910236e+01,1.377000000000000000e+03,7.623208242708089388e-01
-2.000000000000000000e+00,2.008758877861724201e+01,3.635000000000000000e+03,1.477241547906840147e-01
-2.000000000000000000e+00,2.034674732910413297e+01,1.100000000000000000e+01,8.458650138154172327e-01
-2.000000000000000000e+00,1.989822233116654360e+01,1.354000000000000000e+03,2.774369825719209643e+02
-2.000000000000000000e+00,1.972452715261972855e+01,3.617000000000000000e+03,4.407848026641900105e+02
-1.000000000000000000e+00,1.999209006887067019e+01,1.149000000000000000e+03,6.583859756158111622e+02
-1.000000000000000000e+00,1.979347920022810570e+01,1.400000000000000000e+01,9.245411138389973758e+02
-2.000000000000000000e+00,1.938382794395387165e+01,2.281000000000000000e+03,1.220572511101093369e+03
0.000000000000000000e+00,1.940633082999850956e+01,2.319000000000000000e+03,1.514930256793932813e+03
0.000000000000000000e+00,1.947359828819081784e+01,1.200000000000000000e+01,1.767719663786366937e+03
0.000000000000000000e+00,1.909456840107366915e+01,1.359000000000000000e+03,1.939214478385412121e+03
0.000000000000000000e+00,1.898916064187556429e+01,2.972000000000000000e+03,2.000000000000000000e+03
0.000000000000000000e+00,1.919803619403898765e+01,1.141000000000000000e+03,1.939214478385412121e+03
1.000000000000000000e+00,1.904677031809704246e+01,4.246000000000000000e+03,1.767719663786366937e+03
0.000000000000000000e+00,1.951766676628824015e+01,4.151000000000000000e+03,1.514930256793932813e+03
0.000000000000000000e+00,1.993283082816040164e+01,1.200000000000000000e+01,1.220572511101093369e+03
0.000000000000000000e+00,1.953581702819222343e+01,1.793000000000000000e+03,9.245411138389973758e+02
1.000000000000000000e+00,1.949621058298857790e+01,3.184000000000000000e+03,6.583859756158111622e+02
1.000000000000000000e+00,1.974444312706075522e+01,1.168000000000000000e+03,4.407848026641900105e+02
1.000000000000000000e+00,1.959493342014775408e+01,1.777000000000000000e+03,2.774369825719209643e+02
0.000000000000000000e+00,1.956772531750592137e+01,3.152000000000000000e+03,1.641699972477975962e+02
0.000000000000000000e+00,1.978612074937100118e+01,4.246000000000000000e+03,9.133030922126044970e+01
0.000000000000000000e+00,2.020585644019087113e+01,1.782000000000000000e+03,3.411353609764551376e-01
0.000000000000000000e+00,2.013492275871861636e+01,1.409000000000000000e+03,8.967861893046711330e-01
0.000000000000000000e+00,1.999430452184084217e+01,1.780000000000000000e+03,6.602314503380084521e-01
0.000000000000000000e+00,1.992975898174217875e+01,1.801000000000000000e+03,6.898421203961284665e-01
0.000000000000000000e+00,1.987105305211758832e+01,3.212000000000000000e+03,3.058735840852666588e-02
0.000000000000000000e+00,2.008528049364164403e+01,1.798000000000000000e+03,1.703750639170009684e-02
0.000000000000000000e+00,2.001867475357328630e+01,1.799000000000000000e+03,8.655571922059166479e-01
0.000000000000000000e+00,1.995415301774223948e+01,1.810000000000000000e+03,5.830455052694440976e-01
0.000000000000000000e+00,1.989355844913425031e+01,1.818000000000000000e+03,6.518600251466377671e-01
0.000000000000000000e+00,1.983616357605656688e+01,1.772000000000000000e+03,5.538806142837741087e-01
0.000000000000000000e+00,1.977146086836533456e+01,1.809000000000000000e+03,2.237211088686519300e-02
0.000000000000000000e+00,1.971569326114912357e+01,3.169000000000000000e+03,4.918141367065999026e-01
0.000000000000000000e+00,1.992295095788714931e+01,2.926000000000000000e+03,8.513600889362855639e-01
0.000000000000000000e+00,2.007485694873792781e+01,1.200000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,1.965987266342295214e+01,3.059000000000000000e+03,8.003939023772785877e-01
1.000000000000000000e+00,1.986542762848728572e+01,1.741000000000000000e+03,4.423548594027623126e-01
1.000000000000000000e+00,1.980900125095488207e+01,1.739000000000000000e+03,7.629224882687857257e-02
1.000000000000000000e+00,1.975374684804561554e+01,1.000000000000000000e+01,6.329310854580758594e-01
1.000000000000000000e+00,1.936749182050223084e+01,1.413000000000000000e+03,7.993469971333677648e-01
1.000000000000000000e+00,1.926527329502331654e+01,1.180000000000000000e+03,8.822205242300702466e-01
1.000000000000000000e+00,1.912154843065321685e+01,1.300000000000000000e+01,2.373748522740841693e-01
1.000000000000000000e+00,1.875828658792265458e+01,2.593000000000000000e+03,4.312247311215766654e-02
1.000000000000000000e+00,1.890451650414672358e+01,1.400000000000000000e+01,2.688070969646122466e-01
1.000000000000000000e+00,1.854851593119190056e+01,1.100000000000000000e+01,2.058773641379044728e-01
2.000000000000000000e+00,1.820497542577526318e+01,1.399000000000000000e+03,3.077930500940809777e-01
2.000000000000000000e+00,1.816018576620499303e+01,2.549000000000000000e+03,6.159156912389183169e-01
2.000000000000000000e+00,1.833766590690152398e+01,1.100000000000000000e+01,3.384046741407507053e-01
2.000000000000000000e+00,1.801962636752824665e+01,2.988000000000000000e+03,3.865051602279068188e-02
2.000000000000000000e+00,1.828571505553615850e+01,1.369000000000000000e+03,6.727819974507343037e-02
2.000000000000000000e+00,1.822961961546464238e+01,1.366000000000000000e+03,4.315681298709350688e-02
2.000000000000000000e+00,1.817450126013896394e+01,1.300000000000000000e+01,2.774369825719209643e+02
3.000000000000000000e+00,1.786080367683065973e+01,1.380000000000000000e+03,4.407848026641900105e+02
3.000000000000000000e+00,1.784088205304368202e+01,1.371000000000000000e+03,6.583859756158111622e+02
4.000000000000000000e+00,1.781967531891054080e+01,9.000000000000000000e+00,9.245411138389973758e+02
4.000000000000000000e+00,1.755640282271673769e+01,7.000000000000000000e+00,1.220572511101093369e+03
4.000000000000000000e+00,1.730278692078200820e+01,9.000000000000000000e+00,1.514930256793932813e+03
4.000000000000000000e+00,1.705932921068881569e+01,8.000000000000000000e+00,1.767719663786366937e+03
5.000000000000000000e+00,1.682514986182761163e+01,8.000000000000000000e+00,1.939214478385412121e+03
5.000000000000000000e+00,1.661941078868154520e+01,7.000000000000000000e+00,2.000000000000000000e+03
6.000000000000000000e+00,1.642160995885287988e+01,7.000000000000000000e+00,1.939214478385412121e+03
6.000000000000000000e+00,1.625087274739023968e+01,8.000000000000000000e+00,1.767719663786366937e+03
6.000000000000000000e+00,1.608704691479741911e+01,9.000000000000000000e+00,1.514930256793932813e+03
6.000000000000000000e+00,1.592976316760372768e+01,6.000000000000000000e+00,1.220572511101093369e+03
6.000000000000000000e+00,1.577788188023315463e+01,9.000000000000000000e+00,9.245411138389973758e+02
6.000000000000000000e+00,1.563223040650344053e+01,1.000000000000000000e+01,6.583859756158111622e+02
6.000000000000000000e+00,1.549207794606953748e+01,9.000000000000000000e+00,4.407848026641900105e+02
5.000000000000000000e+00,1.535674101557652449e+01,9.000000000000000000e+00,2.774369825719209643e+02
5.000000000000000000e+00,1.520689084067148045e+01,1.000000000000000000e+01,1.641699972477975962e+02
5.000000000000000000e+00,1.506246171968248859e+01,6.000000000000000000e+00,9.133030922126044970e+01
5.000000000000000000e+00,1.492225246761216795e+01,7.000000000000000000e+00,9.868011332050231621e-01
5.000000000000000000e+00,1.478702478530938436e+01,8.000000000000000000e+00,8.663303634382643059e-01
5.000000000000000000e+00,1.465658443482775652e+01,7.000000000000000000e+00,9.505006884838896886e-01
6.000000000000000000e+00,1.453036028395091250e+01,8.000000000000000000e+00,7.022922093152856871e-01
5.000000000000000000e+00,1.442784226572117667e+01,6.000000000000000000e+00,1.552676808957482724e-01
6.000000000000000000e+00,1.430903935303436647e+01,6.000000000000000000e+00,4.462806327723830568e-01
5.000000000000000000e+00,1.421346124046404746e+01,8.000000000000000000e+00,9.967029161309362006e-01
5.000000000000000000e+00,1.410209767187230590e+01,1.000000000000000000e+01,1.973320189159826210e-01
5.000000000000000000e+00,1.399478458393264724e+01,9.000000000000000000e+00,3.619370914383794879e-01
5.000000000000000000e+00,1.389078780452520867e+01,9.000000000000000000e+00,1.596706718073881426e-03
5.000000000000000000e+00,1.379017056387729490e+01,8.000000000000000000e+00,1.363584637775751007e-01
5.000000000000000000e+00,1.369260935772072685e+01,8.000000000000000000e+00,9.975488683546662738e-02
6.000000000000000000e+00,1.359817779872603438e+01,7.000000000000000000e+00,3.096815585859824527e-02
6.000000000000000000e+00,1.352583196879913174e+01,7.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.345568358569837919e+01,8.000000000000000000e+00,3.032859296472084631e-01
6.000000000000000000e+00,1.338784028816872507e+01,6.000000000000000000e+00,6.555428756501180398e-01
6.000000000000000000e+00,1.332163642640275469e+01,1.000000000000000000e+01,7.373718905659536471e-01
6.000000000000000000e+00,1.325816272300814092e+01,9.000000000000000000e+00,7.656157010506197125e-01
6.000000000000000000e+00,1.319635260858154879e+01,8.000000000000000000e+00,3.866218896311801601e-02
6.000000000000000000e+00,1.313614184614548108e+01,8.000000000000000000e+00,7.438116336905374881e-01
6.000000000000000000e+00,1.307766159298209807e+01,6.000000000000000000e+00,8.391840220061888012e-01
6.000000000000000000e+00,1.302046085275977561e+01,8.000000000000000000e+00,7.257019631228498469e-01
6.000000000000000000e+00,1.296525981720460230e+01,9.000000000000000000e+00,4.073910748811818694e-01
7.000000000000000000e+00,1.291178942704177679e+01,7.000000000000000000e+00,4.626877119719727816e-01
7.000000000000000000e+00,1.287867635592065696e+01,8.000000000000000000e+00,2.342213035268252419e-01
7.000000000000000000e+00,1.284648463600789547e+01,9.000000000000000000e+00,8.561762297452665260e-01
7.000000000000000000e+00,1.281518003921960513e+01,7.000000000000000000e+00,3.908863714987331761e-02
8.000000000000000000e+00,1.278415218537374365e+01,1.161000000000000000e+03,1.428164430646172711e-01
8.000000000000000000e+00,1.299497747846119644e+01,1.161000000000000000e+03,7.153159951606961053e-01
8.000000000000000000e+00,1.319720996315302841e+01,1.161000000000000000e+03,3.193624033671491613e-01
8.000000000000000000e+00,1.339118934027559504e+01,1.161000000000000000e+03,2.774369825719209643e+02
8.000000000000000000e+00,1.357734821970972483e+01,1.161000000000000000e+03,4.407848026641900105e+02
8.000000000000000000e+00,1.375605824496432206e+01,1.161000000000000000e+03,6.583859756158111622e+02
8.000000000000000000e+00,1.392769699592728294e+01,1.161000000000000000e+03,9.245411138389973758e+02
8.000000000000000000e+00,1.409264551120233300e+01,1.161000000000000000e+03,1.220572511101093369e+03
8.000000000000000000e+00,1.425128094277930302e+01,1.161000000000000000e+03,1.514930256793932813e+03
8.000000000000000000e+00,1.440396459022074005e+01,1.161000000000000000e+03,1.767719663786366937e+03
8.000000000000000000e+00,1.455102724542907566e+01,1.161000000000000000e+03,1.939214478385412121e+03
8.000000000000000000e+00,1.469275522471329332e+01,1.161000000000000000e+03,2.000000000000000000e+03
8.000000000000000000e+00,1.482938094652424610e+01,1.161000000000000000e+03,1.939214478385412121e+03
8.000000000000000000e+00,1.496108102112173022e+01,1.161000000000000000e+03,1.767719663786366937e+03
8.000000000000000000e+00,1.508798274960165919e+01,1.161000000000000000e+03,1.514930256793932813e+03
8.000000000000000000e+00,1.521017746156263328e+01,1.161000000000000000e+03,1.220572511101093369e+03
8.000000000000000000e+00,1.532773724364709622e+01,1.161000000000000000e+03,9.245411138389973758e+02
8.000000000000000000e+00,1.544073102794464880e+01,1.161000000000000000e+03,6.583859756158111622e+02
8.000000000000000000e+00,1.554923680406659336e+01,1.161000000000000000e+03,4.407848026641900105e+02
8.000000000000000000e+00,1.565334838283773422e+01,1.161000000000000000e+03,2.774369825719209643e+02
8.000000000000000000e+00,1.575317690040106555e+01,1.161000000000000000e+03,1.641699972477975962e+02
8.000000000000000000e+00,1.584884847486969228e+01,1.161000000000000000e+03,9.133030922126044970e+01
8.000000000000000000e+00,1.594049986051055079e+01,1.161000000000000000e+03,7.413142732926875089e-01
8.000000000000000000e+00,1.602825569526451233e+01,1.161000000000000000e+03,2.072030238588441486e-01
8.000000000000000000e+00,1.611227029794594401e+01,1.161000000000000000e+03,2.326371499877613047e-01
8.000000000000000000e+00,1.619269211086068339e+01,1.161000000000000000e+03,5.990851197809168305e-01
8.000000000000000000e+00,1.626966384734258853e+01,1.161000000000000000e+03,5.453098152932341902e-01
8.000000000000000000e+00,1.634332242580497407e+01,1.161000000000000000e+03,9.337554960269358606e-01
8.000000000000000000e+00,1.641379952927343666e+01,1.161000000000000000e+03,3.896626211882273649e-01
8.000000000000000000e+00,1.648122128480919457e+01,1.161000000000000000e+03,4.627192735687747360e-01
8.000000000000000000e+00,1.654570907746644792e+01,1.161000000000000000e+03,3.436800380880999928e-01
8.000000000000000000e+00,1.660737942669831213e+01,1.161000000000000000e+03,3.841714549752266450e-01
8.000000000000000000e+00,1.666634431327192445e+01,1.161000000000000000e+03,8.975001127807740176e-01
8.000000000000000000e+00,1.672271147821088277e+01,1.161000000000000000e+03,3.677508320674244269e-01
8.000000000000000000e+00,1.677658400882221912e+01,1.161000000000000000e+03,6.844521468929225527e-01
8.000000000000000000e+00,1.682806124736868725e+01,1.161000000000000000e+03,0.000000000000000000e+00
8.000000000000000000e+00,1.687723823008789736e+01,1.161000000000000000e+03,5.222086363093718653e-01
8.000000000000000000e+00,1.692420670403251393e+01,1.161000000000000000e+03,2.249707381192723732e-01
8.000000000000000000e+00,1.696905447931546007e+01,1.161000000000000000e+03,8.308175375682727015e-01
8.000000000000000000e+00,1.701186624527381852e+01,1.161000000000000000e+03,5.655722517684815820e-01
8.000000000000000000e+00,1.705272301292296433e+01,1.161000000000000000e+03,8.040405492522039177e-01
8.000000000000000000e+00,1.709170278776092644e+01,1.161000000000000000e+03,4.063780882616707668e-01
8.000000000000000000e+00,1.712888025113167600e+01,1.161000000000000000e+03,4.118225396497554591e-02
8.000000000000000000e+00,1.716432714824457051e+01,1.161000000000000000e+03,9.667237217909147029e-01
8.000000000000000000e+00,1.719811288603773036e+01,1.161000000000000000e+03,8.293136912150478324e-02
8.000000000000000000e+00,1.723030343637618245e+01,1.161000000000000000e+03,2.423873433984581327e-01
8.000000000000000000e+00,1.726096256643883819e+01,1.161000000000000000e+03,8.360867534304672333e-02
8.000000000000000000e+00,1.729015140296927200e+01,1.161000000000000000e+03,3.512397095342401077e-02
8.000000000000000000e+00,1.731792870099216586e+01,8.000000000000000000e+00,3.010122026640470461e-01
8.000000000000000000e+00,1.712261175177527406e+01,8.000000000000000000e+00,3.934427975922601961e-01
7.000000000000000000e+00,1.693450587768993287e+01,6.000000000000000000e+00,5.566557747317605331e-01
7.000000000000000000e+00,1.673367360541437776e+01,6.000000000000000000e+00,4.862633635387146880e-01
7.000000000000000000e+00,1.654021373623951163e+01,8.000000000000000000e+00,2.774369825719209643e+02
8.000000000000000000e+00,1.635432770778474776e+01,7.000000000000000000e+00,4.407848026641900105e+02
7.000000000000000000e+00,1.619447382714015760e+01,9.000000000000000000e+00,6.583859756158111622e+02
7.000000000000000000e+00,1.602180529946747356e+01,1.000000000000000000e+01,9.245411138389973758e+02
7.000000000000000000e+00,1.585594952823132786e+01,8.000000000000000000e+00,1.220572511101093369e+03
7.000000000000000000e+00,1.569617492744301579e+01,7.000000000000000000e+00,1.514930256793932813e+03
8.000000000000000000e+00,1.554254644635187077e+01,9.000000000000000000e+00,1.767719663786366937e+03
7.000000000000000000e+00,1.541476487067168577e+01,7.000000000000000000e+00,1.939214478385412121e+03
8.000000000000000000e+00,1.527262597698771351e+01,8.000000000000000000e+00,2.000000000000000000e+03
8.000000000000000000e+00,1.515577618117764125e+01,7.000000000000000000e+00,1.939214478385412121e+03
8.000000000000000000e+00,1.504359826756573959e+01,9.000000000000000000e+00,1.767719663786366937e+03
8.000000000000000000e+00,1.493641819483607591e+01,8.000000000000000000e+00,1.514930256793932813e+03
8.000000000000000000e+00,1.483336483812389162e+01,8.000000000000000000e+00,1.220572511101093369e+03
8.000000000000000000e+00,1.473435444517258475e+01,8.000000000000000000e+00,9.245411138389973758e+02
7.000000000000000000e+00,1.463911414804276134e+01,7.000000000000000000e+00,6.583859756158111622e+02
7.000000000000000000e+00,1.452793149045805698e+01,7.000000000000000000e+00,4.407848026641900105e+02
7.000000000000000000e+00,1.442075597859879466e+01,7.000000000000000000e+00,2.774369825719209643e+02
6.000000000000000000e+00,1.431736802722953961e+01,1.000000000000000000e+01,1.641699972477975962e+02
6.000000000000000000e+00,1.419888320983917929e+01,8.000000000000000000e+00,9.133030922126044970e+01
6.000000000000000000e+00,1.408412077711894383e+01,7.000000000000000000e+00,7.423915001382869194e-01
6.000000000000000000e+00,1.397309270538687187e+01,5.000000000000000000e+00,7.094104607913532812e-01
6.000000000000000000e+00,1.386546086317282267e+01,7.000000000000000000e+00,6.499147802410661923e-01
6.000000000000000000e+00,1.376186181560001565e+01,8.000000000000000000e+00,9.129038108719967903e-01
5.000000000000000000e+00,1.366194637884068364e+01,7.000000000000000000e+00,6.277646140319663726e-01
5.000000000000000000e+00,1.354591659374036183e+01,8.000000000000000000e+00,2.583639631961214267e-01
4.000000000000000000e+00,1.343400532707945416e+01,8.000000000000000000e+00,4.154105813859232388e-01
4.000000000000000000e+00,1.330659010551878652e+01,8.000000000000000000e+00,7.661162077061614006e-01
4.000000000000000000e+00,1.318349572371703360e+01,8.000000000000000000e+00,5.650965321224686866e-01
4.000000000000000000e+00,1.306455367179772686e+01,6.000000000000000000e+00,3.970525636945165804e-02
4.000000000000000000e+00,1.294921732877411102e+01,9.000000000000000000e+00,3.655464874365091932e-01
3.000000000000000000e+00,1.283830775623026810e+01,8.000000000000000000e+00,7.664222014245213321e-01
3.000000000000000000e+00,1.271161402092617543e+01,9.000000000000000000e+00,9.112556502755442267e-01
3.000000000000000000e+00,1.258935646002863251e+01,7.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.247078514286897111e+01,8.000000000000000000e+00,1.350242352523655098e-01
3.000000000000000000e+00,1.235633339654947527e+01,1.100000000000000000e+01,5.004753466969136255e-02
3.000000000000000000e+00,1.224622566342678098e+01,7.000000000000000000e+00,9.675733498130412169e-02
2.000000000000000000e+00,1.213894714994234292e+01,8.000000000000000000e+00,9.183625932762780053e-01
2.000000000000000000e+00,1.201607964448569454e+01,1.000000000000000000e+01,7.503746233010946121e-01
2.000000000000000000e+00,1.189764389489356233e+01,8.000000000000000000e+00,5.362971371388280950e-02
2.000000000000000000e+00,1.178269825128206882e+01,7.000000000000000000e+00,3.292814360333400359e-01
2.000000000000000000e+00,1.167129933574642742e+01,9.000000000000000000e+00,8.027218961071135306e-01
1.000000000000000000e+00,1.156388644224072770e+01,7.000000000000000000e+00,4.487725373808978402e-01
1.000000000000000000e+00,1.144026580441197716e+01,7.000000000000000000e+00,8.239059477112624652e-01
0.000000000000000000e+00,1.132067462699663984e+01,1.000000000000000000e+01,7.349427479567300914e-01
0.000000000000000000e+00,1.118626348230687562e+01,8.000000000000000000e+00,7.941101430217405444e-01
1.000000000000000000e+00,1.105586967827708555e+01,8.000000000000000000e+00,4.619204865677470906e-01
1.000000000000000000e+00,1.094899123171635580e+01,9.000000000000000000e+00,1.288411502769967187e-01
3.000000000000000000e+00,1.084568406973107102e+01,9.000000000000000000e+00,4.162377464715923958e-01
4.000000000000000000e+00,1.078415735098365325e+01,8.000000000000000000e+00,7.021091513697147457e-01
5.000000000000000000e+00,1.074342052304637107e+01,9.000000000000000000e+00,2.774369825719209643e+02
6.000000000000000000e+00,1.072320458655725339e+01,8.000000000000000000e+00,4.407848026641900105e+02
7.000000000000000000e+00,1.072243838428314788e+01,9.000000000000000000e+00,6.583859756158111622e+02
7.000000000000000000e+00,1.074088229830646490e+01,8.000000000000000000e+00,9.245411138389973758e+02
7.000000000000000000e+00,1.075828568545837882e+01,7.000000000000000000e+00,1.220572511101093369e+03
7.000000000000000000e+00,1.077480315650969445e+01,7.000000000000000000e+00,1.514930256793932813e+03
7.000000000000000000e+00,1.079077456475324226e+01,9.000000000000000000e+00,1.767719663786366937e+03
7.000000000000000000e+00,1.080670262202758813e+01,8.000000000000000000e+00,1.939214478385412121e+03
7.000000000000000000e+00,1.082207761604269791e+01,7.000000000000000000e+00,2.000000000000000000e+03
7.000000000000000000e+00,1.083694367042455653e+01,9.000000000000000000e+00,1.939214478385412121e+03
7.000000000000000000e+00,1.085187347440567152e+01,7.000000000000000000e+00,1.767719663786366937e+03
7.000000000000000000e+00,1.086602919120996624e+01,9.000000000000000000e+00,1.514930256793932813e+03
6.000000000000000000e+00,1.088011278830998130e+01,6.000000000000000000e+00,1.220572511101093369e+03
5.000000000000000000e+00,1.087378306813400286e+01,1.000000000000000000e+01,9.245411138389973758e+02
4.000000000000000000e+00,1.084901890529963708e+01,9.000000000000000000e+00,6.583859756158111622e+02
4.000000000000000000e+00,1.080542670257125693e+01,7.000000000000000000e+00,4.407848026641900105e+02
4.000000000000000000e+00,1.076268550423043102e+01,6.000000000000000000e+00,2.774369825719209643e+02
4.000000000000000000e+00,1.072089246721523814e+01,9.000000000000000000e+00,1.641699972477975962e+02
2.000000000000000000e+00,1.068073743128798547e+01,1.200000000000000000e+01,9.133030922126044970e+01
1.000000000000000000e+00,1.060359055899809988e+01,8.000000000000000000e+00,7.068604833209015670e-01
1.000000000000000000e+00,1.050868516458675472e+01,8.000000000000000000e+00,7.259106260001636501e-01
0.000000000000000000e+00,1.041670364305010565e+01,9.000000000000000000e+00,5.908728244699369414e-01
0.000000000000000000e+00,1.030845546312377081e+01,7.000000000000000000e+00,2.508648361389832493e-01
0.000000000000000000e+00,1.020321900157148143e+01,8.000000000000000000e+00,5.643615156428317681e-01
0.000000000000000000e+00,1.010145462382958215e+01,1.000000000000000000e+01,9.833229175566945424e-01
0.000000000000000000e+00,1.000322055210641814e+01,8.000000000000000000e+00,1.635463247629461714e-01
-1.000000000000000000e+00,9.907610858995580472e+00,8.000000000000000000e+00,7.373791307173245269e-01
-1.000000000000000000e+00,9.795639139784892535e+00,9.000000000000000000e+00,5.291667906855660464e-01
-1.000000000000000000e+00,9.687356773542747490e+00,1.000000000000000000e+01,5.443798641978800923e-01
-1.000000000000000000e+00,9.582621080994933038e+00,8.000000000000000000e+00,7.341471602003004637e-01
-1.000000000000000000e+00,9.480718125952725117e+00,9.000000000000000000e+00,1.601336434477599324e-01
-1.000000000000000000e+00,9.382115113689897257e+00,1.100000000000000000e+01,7.357998577635949111e-01
-2.000000000000000000e+00,9.286877237050692457e+00,9.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,9.174835420106612460e+00,9.000000000000000000e+00,6.943844409750892233e-01
-1.000000000000000000e+00,9.085520667548749429e+00,1.100000000000000000e+01,4.508500968985909019e-01
-1.000000000000000000e+00,8.999212547123960348e+00,8.000000000000000000e+00,8.872666920844697325e-01
-1.000000000000000000e+00,8.914834055165405502e+00,1.000000000000000000e+01,8.220118134473342053e-02
-1.000000000000000000e+00,8.833272319766502179e+00,1.100000000000000000e+01,8.701080415274577984e-01
-1.000000000000000000e+00,8.754227209976384927e+00,1.100000000000000000e+01,4.068965590622339867e-01
-1.000000000000000000e+00,8.677409742351311905e+00,1.000000000000000000e+01,8.048129926471636608e-02
-1.000000000000000000e+00,8.602542174828769816e+00,1.000000000000000000e+01,4.984381131114383745e-01
-1.000000000000000000e+00,8.529742426516051523e+00,9.000000000000000000e+00,9.354226398031049161e-01
-1.000000000000000000e+00,8.458739339481185837e+00,1.000000000000000000e+01,6.703575687736395006e-01
-1.000000000000000000e+00,8.389848917295443798e+00,1.000000000000000000e+01,4.642432985620823516e-01
-1.000000000000000000e+00,8.322798177573478284e+00,9.000000000000000000e+00,7.501328419880504139e-01
